                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.46462,                0.46974,                 0.8536,                0.99772,                      1,                  0.995,                0.88629,                0.46835,                0.51872,                0.82089,              0.0004358,              0.0004358,              0.0004358
                    160,                0.46513,                0.46899,                0.87216,                0.99772,                      1,                  0.995,                0.88629,                0.46835,                0.51872,                0.82089,              0.0004259,              0.0004259,              0.0004259
                    161,                0.47814,                0.49396,                0.83287,                0.99772,                      1,                  0.995,                0.88629,                0.46835,                0.51872,                0.82089,               0.000416,               0.000416,               0.000416
                    162,                0.47591,                0.52234,                0.85345,                0.99772,                      1,                  0.995,                0.88629,                0.46835,                0.51872,                0.82089,              0.0004061,              0.0004061,              0.0004061
                    163,                0.47299,                 0.4815,                0.86352,                0.99748,                      1,                  0.995,                0.89262,                0.47295,                0.51814,                 0.8225,              0.0003962,              0.0003962,              0.0003962
                    164,                0.46267,                0.46244,                0.84523,                0.99748,                      1,                  0.995,                0.89262,                0.47295,                0.51814,                 0.8225,              0.0003863,              0.0003863,              0.0003863
                    165,                0.50164,                0.50407,                0.86918,                0.99748,                      1,                  0.995,                0.89262,                0.47295,                0.51814,                 0.8225,              0.0003764,              0.0003764,              0.0003764
                    166,                0.50099,                0.46895,                0.85108,                0.99748,                      1,                  0.995,                0.89262,                0.47295,                0.51814,                 0.8225,              0.0003665,              0.0003665,              0.0003665
                    167,                0.48956,                0.48944,                0.85645,                0.99813,                      1,                  0.995,                0.89918,                0.46603,                 0.5142,                0.81922,              0.0003566,              0.0003566,              0.0003566
                    168,                0.42802,                0.48039,                0.82863,                0.99813,                      1,                  0.995,                0.89918,                0.46603,                 0.5142,                0.81922,              0.0003467,              0.0003467,              0.0003467
                    169,                0.47104,                0.49672,                0.86644,                0.99813,                      1,                  0.995,                0.89918,                0.46603,                 0.5142,                0.81922,              0.0003368,              0.0003368,              0.0003368
                    170,                0.46416,                0.45111,                0.85823,                0.99813,                      1,                  0.995,                0.89918,                0.46603,                 0.5142,                0.81922,              0.0003269,              0.0003269,              0.0003269
                    171,                0.48778,                0.46631,                0.83082,                0.99862,                      1,                  0.995,                0.90775,                 0.4587,                0.50308,                0.81951,               0.000317,               0.000317,               0.000317
                    172,                0.46302,                0.44927,                0.81847,                0.99862,                      1,                  0.995,                0.90775,                 0.4587,                0.50308,                0.81951,              0.0003071,              0.0003071,              0.0003071
                    173,                0.47637,                0.47213,                0.85711,                0.99862,                      1,                  0.995,                0.90775,                 0.4587,                0.50308,                0.81951,              0.0002972,              0.0002972,              0.0002972
                    174,                0.46025,                0.46259,                0.85052,                0.99862,                      1,                  0.995,                0.90775,                 0.4587,                0.50308,                0.81951,              0.0002873,              0.0002873,              0.0002873
                    175,                0.45241,                0.46866,                0.87014,                0.99881,                      1,                  0.995,                0.90706,                0.45323,                0.49775,                0.81928,              0.0002774,              0.0002774,              0.0002774
                    176,                0.48096,                0.53764,                0.86982,                0.99881,                      1,                  0.995,                0.90706,                0.45323,                0.49775,                0.81928,              0.0002675,              0.0002675,              0.0002675
                    177,                0.43339,                0.46124,                0.83287,                0.99881,                      1,                  0.995,                0.90706,                0.45323,                0.49775,                0.81928,              0.0002576,              0.0002576,              0.0002576
                    178,                0.45177,                 0.4534,                0.82871,                0.99881,                      1,                  0.995,                0.90706,                0.45323,                0.49775,                0.81928,              0.0002477,              0.0002477,              0.0002477
                    179,                0.42564,                0.45157,                0.84924,                0.99874,                      1,                  0.995,                0.90881,                0.44804,                0.49369,                0.81633,              0.0002378,              0.0002378,              0.0002378
                    180,                 0.4091,                 0.4453,                0.86357,                0.99874,                      1,                  0.995,                0.90881,                0.44804,                0.49369,                0.81633,              0.0002279,              0.0002279,              0.0002279
                    181,                 0.4475,                0.44264,                0.82805,                0.99874,                      1,                  0.995,                0.90881,                0.44804,                0.49369,                0.81633,               0.000218,               0.000218,               0.000218
                    182,                0.43243,                0.44284,                 0.8259,                0.99874,                      1,                  0.995,                0.90881,                0.44804,                0.49369,                0.81633,              0.0002081,              0.0002081,              0.0002081
                    183,                0.44506,                0.46606,                0.84895,                0.99872,                      1,                  0.995,                0.91029,                0.44792,                0.48985,                0.81695,              0.0001982,              0.0001982,              0.0001982
                    184,                0.45499,                0.46253,                0.86369,                0.99872,                      1,                  0.995,                0.91029,                0.44792,                0.48985,                0.81695,              0.0001883,              0.0001883,              0.0001883
                    185,                0.48769,                0.45157,                0.87083,                0.99872,                      1,                  0.995,                0.91029,                0.44792,                0.48985,                0.81695,              0.0001784,              0.0001784,              0.0001784
                    186,                0.49892,                0.50954,                0.90652,                0.99872,                      1,                  0.995,                0.91029,                0.44792,                0.48985,                0.81695,              0.0001685,              0.0001685,              0.0001685
                    187,                0.46726,                0.44742,                0.83817,                0.99872,                      1,                  0.995,                0.91017,                0.45029,                0.48388,                0.81751,              0.0001586,              0.0001586,              0.0001586
                    188,                0.45838,                0.46451,                0.83473,                0.99872,                      1,                  0.995,                0.91017,                0.45029,                0.48388,                0.81751,              0.0001487,              0.0001487,              0.0001487
                    189,                0.43165,                0.42935,                0.82603,                0.99872,                      1,                  0.995,                0.91017,                0.45029,                0.48388,                0.81751,              0.0001388,              0.0001388,              0.0001388
                    190,                0.44949,                0.52897,                0.81484,                0.99872,                      1,                  0.995,                0.91017,                0.45029,                0.48388,                0.81751,              0.0001289,              0.0001289,              0.0001289
                    191,                0.42419,                0.52575,                0.80127,                0.99872,                      1,                  0.995,                0.90863,                0.44691,                0.47681,                 0.8152,               0.000119,               0.000119,               0.000119
                    192,                0.43326,                0.57558,                0.83629,                0.99872,                      1,                  0.995,                0.90863,                0.44691,                0.47681,                 0.8152,              0.0001091,              0.0001091,              0.0001091
                    193,                 0.4554,                0.56758,                0.82796,                0.99872,                      1,                  0.995,                0.90863,                0.44691,                0.47681,                 0.8152,               9.92e-05,               9.92e-05,               9.92e-05
                    194,                0.45213,                0.52162,                0.83627,                0.99872,                      1,                  0.995,                0.90863,                0.44691,                0.47681,                 0.8152,               8.93e-05,               8.93e-05,               8.93e-05
                    195,                0.42343,                0.54087,                0.81694,                0.99872,                      1,                  0.995,                0.91046,                0.44437,                0.47445,                0.81368,               7.94e-05,               7.94e-05,               7.94e-05
                    196,                0.47523,                 0.5588,                0.84526,                0.99872,                      1,                  0.995,                0.91046,                0.44437,                0.47445,                0.81368,               6.95e-05,               6.95e-05,               6.95e-05
                    197,                0.42514,                0.50222,                0.80516,                0.99872,                      1,                  0.995,                0.91046,                0.44437,                0.47445,                0.81368,               5.96e-05,               5.96e-05,               5.96e-05
                    198,                0.45039,                0.51137,                0.80855,                0.99872,                      1,                  0.995,                0.91046,                0.44437,                0.47445,                0.81368,               4.97e-05,               4.97e-05,               4.97e-05
                    199,                0.44203,                0.54349,                0.86005,                0.99862,                      1,                  0.995,                0.91137,                 0.4427,                0.47204,                0.81228,               3.98e-05,               3.98e-05,               3.98e-05
